,No,개설학과,학년,과목번호,분반,과목명,"제한
인원","수강
인원","개설
이수구분",학점/시수,수업방식,강의시간,담당교수,교원구분,수강안내,수강제한참고사항,"영어
강의",교양영역,"교육과정
이수구분","교육과정
적용년도",수업유형,성적평가방식,영문과목명,절대상대평가,교직영역,"전자
출결","국어관련
교과목","영어관련
교과목","인문학관련
교과목","소프트웨어관련
교과목",전문가,Unnamed: 31,혁신가,Unnamed: 33,세계시민,Unnamed: 35,인증제,Unnamed: 37,Unnamed: 38
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전공지식탐구역량,융복합지식활용역량,창의적문제해결역량,미래 ICT역량,윤리지향성역량,지속가능성역량,이수구분,설계학점,이론/실습/설계
3337,3337.0,사범대학 체육교육과,3.0,1345-3018,0.0,동계스포츠,17.0,17.0,전공(핵심),1/0/2,,,오정환,전임교수,,,,,전공(핵심),2023.0,실습,GRADE,winter sports,절대평가,,,,,,,0,0,0,0,0,0,,,
3338,3338.0,사범대학 체육교육과,3.0,1345-3022,0.0,수영 3,30.0,10.0,전공(심화),1/0/2,,화15:00~17:00(수영장),이승민,전임교수,,,,,전공(심화),2023.0,실습,GRADE,Swimming 3,절대평가,,,,,,,0,0,0,0,0,0,,,
3339,3339.0,사범대학 체육교육과,4.0,1345-4002,0.0,태권도,20.0,7.0,전공(심화),1/0/2,,화11:00~13:00(태권도장),신의수,강사,,,,,전공(심화),2022.0,실습,GRADE,Tae Kwon Do,절대평가,,,,,,,15,5,5,5,15,10,,0,0/2/0
3340,3340.0,사범대학 체육교육과,4.0,1345-4004,0.0,농구지도법,20.0,9.0,전공(심화),2/1/2,,"수09:00~11:00(체109(경기장)), 금08:00~09:00(체202)",이원찬,강사,,,,,전공(심화),2022.0,이론/실습,GRADE,Coaching Method for Basketball,상대평가,,,,,,,15,15,10,10,13,13,,0,0/0/0
3341,3341.0,사범대학 체육교육과,4.0,1345-4005,0.0,수영지도법,20.0,18.0,전공(심화),2/1/2,,"화08:00~09:00(체202), 목15:00~17:00(수영장)",현광석,전임교수,,,,,전공(심화),2022.0,이론/실습,GRADE,Coaching Method for Swimming,상대평가,,,,,,,15,10,8,5,10,10,,0,0/0/0
3342,3342.0,사범대학 체육교육과,4.0,1345-4007,0.0,체조지도법,20.0,19.0,전공(심화),2/1/2,,"수08:00~09:00(체조장), 목13:00~15:00(체조장)",김동화,전임교수,,,,,전공(심화),2022.0,이론/실습,GRADE,Coaching Method for Gymnastics,상대평가,,,,,,,15,10,10,5,10,10,,0,0/0/0
3343,3343.0,사범대학 체육교육과,4.0,1345-4011,0.0,뉴스포츠 지도법,20.0,9.0,전공(심화),2/1/2,,"월11:00~13:00(체109(경기장)), 화13:00~14:00(체202)",이주욱,전임교수,,,,,전공(심화),2022.0,이론/실습,GRADE,New Sports Instruction,상대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
3344,3344.0,사범대학 건설공학교육과,1.0,1192-3001,1.0,건축계획학,25.0,21.0,전공(핵심),3/3/0,혼합,"화16:00~18:00(글로벌309), 수08:00~09:00(글로벌309)",김선우,전임교수,,,,,전공(핵심),2025.0,이론,GRADE,Architectural Planning,상대평가,기본이수,,,,,,0,0,0,0,0,0,,,0/0/0
3345,3345.0,사범대학 건설공학교육과,1.0,1340-1002,4.0,미래설계상담1,25.0,21.0,전공(기초),0/0/0,,,김선우,전임교수,,,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
3346,3346.0,사범대학 건설공학교육과,1.0,1340-1003,1.0,공업수학,25.0,20.0,전공(기초),3/3/0,,"수11:00~12:00(글로벌309), 목14:00~16:00(글로벌309)",정갑용,초빙교원,,,,,전공(기초),2025.0,이론,GRADE,Industrial Mathematics,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
3347,3347.0,사범대학 건설공학교육과,1.0,1340-1004,0.0,공업물리,25.0,20.0,전공(기초),3/3/0,,"월14:00~16:00(글로벌309), 화10:00~11:00(글로벌309)",김정은,초빙교원,,,,,전공(기초),2025.0,이론,GRADE,Industrial Physics,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
3348,3348.0,사범대학 건설공학교육과,1.0,1346-7002,0.0,대학생활과 진로설계,25.0,21.0,교양(소양필수),1/1/0,,화11:00~12:00(글로벌309),김선우,전임교수,신입생 기초영역으로 초과 이수 가능,,,소양교양(신입생기초),교양(소양필수),2025.0,이론,GRADE,Career design,절대평가,,,,,,,0,0,0,0,0,0,,,
3349,3349.0,사범대학 건설공학교육과,2.0,1194-2008,2.0,건설재료학,25.0,21.0,전공(핵심),3/3/0,,수09:00~12:00(글로벌302),배준영,강사,,,,,전공(핵심),2024.0,이론,GRADE,Construction Materials,상대평가,기본이수,,,,,,15,13,12,8,5,10,,,0/0/0
3350,3350.0,사범대학 건설공학교육과,2.0,1194-2009,0.0,측량학,25.0,20.0,전공(기초),3/3/0,,"화10:00~11:00(글로벌302), 목10:00~12:00(글로벌302)",정갑용,초빙교원,,,,,전공(기초),2024.0,이론,GRADE,Surveying,상대평가,기본이수,,,,,,15,5,10,15,0,10,,,0/0/0
3351,3351.0,사범대학 건설공학교육과,2.0,1194-2011,0.0,구조역학1,25.0,24.0,전공(기초),3/3/0,,"월16:00~17:00(글로벌309), 화14:00~16:00(글로벌309)",박완신,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Structural Analysis (1),상대평가,기본이수,,,,,,15,10,10,5,0,5,,,0/0/0
3352,3352.0,사범대학 건설공학교육과,2.0,1340-2002,8.0,미래설계상담3,25.0,15.0,전공(기초),0/0/0,,,박완신,전임교수,,,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
3353,3353.0,사범대학 건설공학교육과,2.0,1346-2010,0.0,건축응용설계1,10.0,14.0,전공(심화),2/0/4,,"목13:00~16:00(글로벌410), 목16:00~17:00(글로벌410)",김정은,초빙교원,,,,,전공(심화),2024.0,실습,GRADE,Applied Architectural Design 1,절대평가,,,,,,,10,10,5,5,0,5,,,0/0/0
3354,3354.0,사범대학 건설공학교육과,2.0,1346-2014,0.0,건축시공실습,25.0,18.0,전공(기초),3/0/6,,수13:00~19:00(글로벌415),김선우,전임교수,,,,,전공(기초),2024.0,실습,GRADE,Building Construction Practice,절대평가,기본이수,,,,,,15,0,0,5,0,5,,,0/0/0
3355,3355.0,사범대학 건설공학교육과,2.0,1346-2015,0.0,건설교육론,25.0,16.0,전공(핵심),3/3/0,,월12:00~15:00(글로벌312),송낙현,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Construction Education Theory,상대평가,교과교육,,,,,,0,0,10,15,0,0,,,
3356,3356.0,사범대학 건설공학교육과,3.0,1192-3005,2.0,건축시공학,25.0,16.0,전공(심화),3/3/0,혼합,"월16:00~18:00(글로벌302), 목08:00~09:00(글로벌302)",김선우,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Execution of Building Construction,상대평가,기본이수,,,,,,15,15,5,8,0,12,,,0/0/0
3357,3357.0,사범대학 건설공학교육과,3.0,1340-3002,8.0,미래설계상담5,25.0,15.0,전공(기초),0/0/0,,,송낙현,전임교수,,,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
3358,3358.0,사범대학 건설공학교육과,3.0,1346-3002,0.0,철근콘크리트구조설계1,25.0,13.0,전공(핵심),3/3/0,,"월14:00~16:00(글로벌302), 화16:00~17:00(글로벌302)",박완신,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Design of Reinforced Concrete Structures 1,상대평가,기본이수,,,,,,15,10,10,15,0,5,,,0/0/0
3359,3359.0,사범대학 건설공학교육과,3.0,1346-3014,0.0,측량실습,25.0,18.0,전공(핵심),3/0/6,,수13:00~19:00(글로벌410),정갑용,초빙교원,,,,,전공(핵심),2023.0,실습,GRADE,Surveying Practice,절대평가,기본이수,,,,,,10,5,10,5,0,10,,,
3360,3360.0,사범대학 건설공학교육과,3.0,1346-3018,0.0,건설교육과정및교재연구,25.0,13.0,전공(핵심),3/3/0,,화13:00~16:00(글로벌312),송낙현,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Curriculum & Instructional Materials in  Construction Education,상대평가,교과교육,,,,,,15,0,0,0,0,0,,,
3361,3361.0,사범대학 건설공학교육과,4.0,1192-4004,0.0,건축도서 및 적산,25.0,5.0,전공(심화),3/3/0,혼합,"월10:00~12:00(글로벌309), 목10:00~12:00(글로벌309)",김정은,초빙교원,,,,,전공(심화),2022.0,이론,GRADE,Construction Document and Estimation,상대평가,,,,,,,8,7,10,5,7,8,,,0/0/0
3362,3362.0,사범대학 건설공학교육과,4.0,1194-3015,0.0,토목시공학,25.0,6.0,전공(심화),3/3/0,,수14:00~18:00(글로벌302),배준영,강사,,,,,전공(심화),2022.0,이론,GRADE,Civil Engineering Construction,상대평가,기본이수,,,,,,15,15,10,5,5,7,,,0/0/0
3363,3363.0,사범대학 건설공학교육과,4.0,1346-4010,0.0,토목설계(캡스톤디자인),25.0,0.0,전공(심화),3/3/0,,"월16:00~18:00(글로벌312), 화14:00~16:00(글로벌302)",김정환,겸임교원,,,,,전공(심화),2022.0,이론,GRADE,Structural Design for Civil Engineering(Capstone Design),상대평가,기본이수,,,,,,15,15,15,5,8,8,,,
3364,3364.0,사범대학 건설공학교육과,4.0,1346-4011,0.0,구조해석및실습,25.0,0.0,전공(심화),3/3/0,혼합,"월19:00~21:00(글로벌302), 화08:00~10:00(글로벌302)",박완신,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Structural Analysis & Practice,상대평가,,,,,,,,,,,,,,,0/0/0
3365,3365.0,사범대학 전기·전자·통신공학교육과,1.0,1340-1002,5.0,미래설계상담1,40.0,36.0,전공(기초),0/0/0,,,김태훈,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
3366,3366.0,사범대학 전기·전자·통신공학교육과,1.0,1340-4002,0.0,창의공학설계프로젝트,36.0,35.0,전공(핵심),3/3/0,,목13:00~16:00(글로벌301),서형업,강사,,타 학과 학생 수강 제한,,,전공(핵심),2025.0,이론,GRADE,Creative Engineering Design Project,상대평가,,,,,,,0,0,0,0,0,0,,,3/0/0
3367,3367.0,사범대학 전기·전자·통신공학교육과,1.0,1349-1003,0.0,미적분학,39.0,38.0,전공(핵심),3/3/0,,"화17:00~18:00(글로벌301), 수16:00~18:00(글로벌301)",조지인,강사,,타 학과 학생 수강 제한,,,전공(핵심),2025.0,이론,GRADE,Calculus,상대평가,,,,,,,,,,,,,,,0/0/0
3368,3368.0,사범대학 전기·전자·통신공학교육과,1.0,1349-7001,0.0,대학생활과 진로설계,36.0,36.0,교양(소양필수),1/1/0,,월13:00~14:00(글로벌301),김태훈,전임교수,신입생 기초영역으로 초과 이수 가능,타 학과 학생 수강 제한,,소양교양(신입생기초),교양(소양필수),2025.0,이론,GRADE,Career design,절대평가,,,,,,,0,0,0,0,0,0,,,
3369,3369.0,사범대학 전기·전자·통신공학교육과,2.0,1213-2001,0.0,전기자기학1,30.0,28.0,전공(기초),3/3/0,,"월10:00~12:00(글로벌301), 화14:00~15:00(글로벌301)",김정일,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Electromagnetics 1,상대평가,기본이수,,,,,,5,0,5,0,0,5,,0,3/0/0
3370,3370.0,사범대학 전기·전자·통신공학교육과,2.0,1340-2002,3.0,미래설계상담3,40.0,24.0,전공(기초),0/0/0,,,김태훈,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
3371,3371.0,사범대학 전기·전자·통신공학교육과,2.0,1349-2004,0.0,컴퓨터프로그래밍,30.0,27.0,전공(핵심),3/3/0,,"수13:00~14:00(글로벌312), 목10:00~12:00(글로벌312)",장은상,초빙교원,,타 학과 학생 수강 제한,,,전공(핵심),2024.0,이론,GRADE,Computer Programming,상대평가,,,,,,Y,0,0,5,5,0,5,,,
3372,3372.0,사범대학 전기·전자·통신공학교육과,2.0,1349-2006,0.0,논리회로실험,30.0,22.0,전공(심화),3/0/6,,"화18:00~21:00(글로벌504), 목18:00~21:00(글로벌504)",장은상,초빙교원,,타 학과 학생 수강 제한,,,전공(심화),2024.0,실습,GRADE,Logic Circuits Laboratory,절대평가,기본이수,,,,,,15,5,5,5,0,0,,0,
3373,3373.0,사범대학 전기·전자·통신공학교육과,2.0,1349-2009,0.0,전기·전자·통신교육론,30.0,26.0,전공(핵심),3/3/0,,"월16:00~17:00(글로벌305), 수14:00~16:00(글로벌305)",김태훈,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2024.0,이론,GRADE,Foundation of Electric & Electronic Education,상대평가,교과교육,,,,,,15,5,5,5,5,5,,,
3374,3374.0,사범대학 전기·전자·통신공학교육과,2.0,1349-2010,0.0,회로이론1,30.0,29.0,전공(기초),3/3/0,,"화13:00~14:00(글로벌301), 수10:00~12:00(글로벌301)",조한욱,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2024.0,이론,GRADE,Circuit Theory 1,상대평가,기본이수,,,,,,15,5,10,5,0,0,,,
3375,3375.0,사범대학 전기·전자·통신공학교육과,3.0,1213-2004,0.0,물리전자,30.0,30.0,전공(핵심),3/3/0,,"월10:00~12:00(글로벌305), 수09:00~10:00(글로벌305)",나준희,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Physical Electronics,상대평가,기본이수,,,,,,15,5,10,5,0,5,,0,
3376,3376.0,사범대학 전기·전자·통신공학교육과,3.0,1213-3004,0.0,전자회로 1,26.0,26.0,전공(핵심),3/3/0,,"월16:00~18:00(글로벌301), 화09:00~10:00(글로벌301)",나준희,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Electronic Circuits 1,상대평가,기본이수,,,,,,15,5,10,5,0,5,,0,3/0/0
3377,3377.0,사범대학 전기·전자·통신공학교육과,3.0,1213-3006,0.0,통신이론,30.0,20.0,전공(핵심),3/3/0,,"화15:00~16:00(글로벌301), 수14:00~16:00(글로벌301)",김정일,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Communication Theory,상대평가,기본이수,,,,,,5,0,5,5,0,0,,0,3/0/0
3378,3378.0,사범대학 전기·전자·통신공학교육과,3.0,1340-3002,3.0,미래설계상담5,40.0,25.0,전공(기초),0/0/0,,,김정일,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
3379,3379.0,사범대학 전기·전자·통신공학교육과,3.0,1340-3003,1.0,교육자료설계와 개발,30.0,19.0,전공(핵심),2/2/0,,화13:00~15:00(글로벌305),서형업,강사,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Design and Development of Instructional Materials,상대평가,,,,,,,10,10,10,5,5,5,,0,2/0/0
3380,3380.0,사범대학 전기·전자·통신공학교육과,3.0,1349-3004,0.0,데이터통신(캡스톤디자인),30.0,18.0,전공(핵심),3/3/0,,"목13:30~15:30(글로벌312), 금14:00~15:00(글로벌312)",김정일,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Data Communications(Capstone Design),상대평가,,,,,,,3,2,5,5,0,0,,,
3381,3381.0,사범대학 전기·전자·통신공학교육과,3.0,1349-3005,0.0,전자에너지변환,30.0,18.0,전공(핵심),3/3/0,,"화10:00~12:00(글로벌301), 수13:00~14:00(글로벌301)",조한욱,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Electro Magnetic Energy Conversion,상대평가,기본이수,,,,,,15,5,5,5,0,0,,,
3382,3382.0,사범대학 전기·전자·통신공학교육과,3.0,1349-3009,0.0,전력공학,0.0,0.0,전공(핵심),3/3/0,,"화16:00~17:30(글로벌305), 수16:00~17:30(글로벌305)",,,"[신임교원 미 채용시 폐강 가능성이 있는 교과목으로, 수강신청 제한]",타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Power Engineering,상대평가,기본이수,,,,,,15,5,5,5,0,0,,0,
3383,3383.0,사범대학 전기·전자·통신공학교육과,3.0,1349-3011,0.0,전기·전자·통신교육과정및교재연구,30.0,13.0,전공(핵심),2/2/0,,월14:00~16:00(글로벌305),김태훈,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Curriculum & Instructional Materials in Electric & Electronic Education,상대평가,교과교육,,,,,,15,10,10,5,5,5,,0,
3384,3384.0,사범대학 전기·전자·통신공학교육과,4.0,1213-3010,0.0,디지털시스템,30.0,16.0,전공(심화),3/3/0,,"화10:00~12:00(글로벌504), 수10:00~12:00(글로벌504)",장은상,초빙교원,,타 학과 학생 수강 제한,,,전공(심화),2022.0,이론,GRADE,Digital System,상대평가,기본이수,,,,,,15,5,5,5,0,0,,,
3385,3385.0,사범대학 전기·전자·통신공학교육과,4.0,1349-4003,0.0,전기설비설계 및 법규,30.0,16.0,전공(심화),3/3/0,,"수09:00~10:00(글로벌301), 목09:00~12:00(글로벌301)",조한욱,전임교수,,타 학과 학생 수강 제한,,,전공(심화),2022.0,이론,GRADE,Electrical Installation and Regulations,상대평가,,,,,,,15,5,2,2,0,0,,,
3386,3386.0,사범대학 화학공학교육과,1.0,1340-1002,3.0,미래설계상담1,30.0,13.0,전공(기초),0/0/0,,,김태근,전임교수,,,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
3387,3387.0,사범대학 화학공학교육과,1.0,1340-1003,0.0,공업수학,30.0,23.0,전공(기초),3/3/0,,금09:00~12:00(공1409),박지혜,초빙교원,,,,,전공(기초),2025.0,이론,GRADE,Industrial Mathematics,상대평가,,,,,,,0,0,0,0,0,0,,,3/0/0
3388,3388.0,사범대학 화학공학교육과,1.0,1346-1003,0.0,진로계발,30.0,14.0,전공(핵심),2/2/0,,수13:00~15:00(공1412),이규녀,초빙교원,,,,,전공(핵심),2025.0,이론,GRADE,Career Development,상대평가,,,,,,,0,0,0,0,0,0,,,
3389,3389.0,사범대학 화학공학교육과,1.0,1350-1003,0.0,화학개론,30.0,15.0,전공(기초),3/3/0,,화09:00~12:00(공1409),김태근,전임교수,,,,,전공(기초),2025.0,이론,GRADE,Introduction to Chemistry,상대평가,,,,,,,0,0,0,0,0,0,,,
3390,3390.0,사범대학 화학공학교육과,1.0,1350-1004,0.0,교육자료의 이해,30.0,16.0,전공(핵심),2/2/0,,수16:00~18:00(공1409),이규녀,초빙교원,,,,,전공(핵심),2025.0,이론,GRADE,understanding of Materials,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
3391,3391.0,사범대학 화학공학교육과,1.0,1350-7001,0.0,대학생활과 진로설계,30.0,13.0,교양(소양필수),1/1/0,,월12:00~13:00(공1412),김소연,전임교수,신입생 기초영역으로 초과 이수 가능,,,소양교양(신입생기초),교양(소양필수),2025.0,이론,GRADE,Career design,절대평가,,,,,,,0,0,0,0,0,0,,,
3392,3392.0,사범대학 화학공학교육과,2.0,1207-3002,0.0,섬유화학,30.0,8.0,전공(핵심),3/3/0,,"화16:00~18:00(공1412), 수18:00~19:00(공1412)",박지혜,초빙교원,,,,,전공(핵심),2024.0,이론,GRADE,Fiber Chemistry,상대평가,기본이수,,,,,,15,10,10,5,5,10,,,
3393,3393.0,사범대학 화학공학교육과,2.0,1210-2004,0.0,공학수학 1,0.0,0.0,전공(핵심),3/3/0,,목09:00~12:00(공1412),김태근,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Engineering Mathematics 1,상대평가,,,,,,,15,15,10,10,0,10,,,
3394,3394.0,사범대학 화학공학교육과,2.0,1210-2007,0.0,화공양론1,30.0,13.0,전공(기초),3/3/0,,월13:00~16:00(공1412),김소연,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Chemical Stoichiometry1,상대평가,기본이수,,,,,,15,15,10,10,0,10,,,
3395,3395.0,사범대학 화학공학교육과,2.0,1210-2008,0.0,공업분석화학,30.0,11.0,전공(핵심),3/3/0,,목09:00~12:00(공1414),박지혜,초빙교원,,,,,전공(핵심),2024.0,이론,GRADE,Industrial Analytical Chemistry,상대평가,기본이수,,,,,,15,15,15,10,0,5,,,
3396,3396.0,사범대학 화학공학교육과,2.0,1340-2002,2.0,미래설계상담3,30.0,13.0,전공(기초),0/0/0,,,김소연,전임교수,,,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,
3397,3397.0,사범대학 화학공학교육과,2.0,1350-2003,0.0,유기화학1,30.0,10.0,전공(기초),3/3/0,,월09:00~12:00(공1412),김소연,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Organic Chemistry 1,상대평가,기본이수,,,,,,15,15,15,10,0,10,,,
3398,3398.0,사범대학 화학공학교육과,2.0,1350-2005,0.0,물리화학,30.0,11.0,전공(기초),3/3/0,,수09:00~12:00(공1414),김태근,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Physical Chemistry,상대평가,기본이수,,,,,,15,10,3,5,0,5,,,0/0/0
3399,3399.0,사범대학 화학공학교육과,2.0,1350-2012,0.0,화공·섬유교육론,30.0,10.0,전공(핵심),3/3/0,,금13:00~16:00(공1409),이규녀,초빙교원,,,,,전공(핵심),2024.0,이론,GRADE,Chemical Engineering & Fiber Education Theory,상대평가,교과교육,,,,,,15,10,5,2,10,5,,,
3400,3400.0,사범대학 화학공학교육과,3.0,1210-3002,0.0,화공수학,0.0,0.0,전공(핵심),3/3/0,,"월18:00~20:00(공1414), 화18:00~19:00",,,,,,,전공(핵심),2023.0,이론,GRADE,Chemical Engineering Mathematics,상대평가,,,,,,,10,15,15,10,0,10,,,
3401,3401.0,사범대학 화학공학교육과,3.0,1210-3006,0.0,반응공학1,30.0,8.0,전공(핵심),3/3/0,,월13:00~16:00(공1414),이광복,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Chemical Reaction Engineering 1,상대평가,기본이수,,,,,,15,5,5,6,0,5,,,
3402,3402.0,사범대학 화학공학교육과,3.0,1340-3002,2.0,미래설계상담5,30.0,10.0,전공(기초),0/0/0,,,이광복,전임교수,,,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,,
3403,3403.0,사범대학 화학공학교육과,3.0,1350-3001,0.0,현장실습,30.0,3.0,전공(핵심),0/0/0,,,김소연,전임교수,,,,,전공(핵심),2023.0,실습,PASS/FAIL,Field Practice,절대평가,,,,,,,5,10,15,10,5,10,,,
3404,3404.0,사범대학 화학공학교육과,3.0,1350-3003,0.0,공업화학실험,30.0,9.0,전공(핵심),3/1/4,,"목13:00~14:00(공1409), 목14:00~18:00(공1409)",김태근,전임교수,,,,,전공(핵심),2023.0,이론/실습,GRADE,Industrial Chemistry Lab.,상대평가,,,,,,,15,10,15,10,5,10,,0,0/0/0
3405,3405.0,사범대학 화학공학교육과,3.0,1350-3004,0.0,기능성섬유가공,0.0,0.0,전공(심화),3/3/0,,화09:00~12:00(공1412),박지혜,초빙교원,,,,,전공(심화),2023.0,이론,GRADE,Functional Textile Finish,상대평가,기본이수,,,,,,10,15,15,10,0,10,,,0/0/0
